exec ${PAGER:-/usr/bin/less} "$0" || exit 1
Executing tests from //tests:libtt_test_suite
-----------------------------------------------------------------------------
Platform 'tt' is experimental and not all JAX functionality may be correctly supported!
2026-09-24 06:25:50.731 | info     |          Device | Opening user mode device driver (tt_cluster.cpp:228)
2026-09-24 06:25:50.731 | info     |             UMD | Cluster constructor started. (cluster.cpp:378)
2026-09-24 06:25:50.731 | info     |             UMD | Creating TopologyDiscovery for architecture: blackhole (topology_discovery.cpp:95)
2026-09-24 06:25:50.731 | info     |             UMD | Starting topology discovery. (topology_discovery.cpp:114)
2026-09-24 06:25:50.735 | info     |             UMD | Established firmware bundle version: 19.13.1 (topology_discovery.cpp:574)
2026-09-24 06:25:50.735 | info     |             UMD | Completed topology discovery. (topology_discovery.cpp:118)
2026-09-24 06:25:50.735 | warning  |             UMD | Board 0x4613193403b has 1 chips, but expected 2 chips for board type p300. (cluster_descriptor.cpp:1232)
2026-09-24 06:25:50.755 | info     |             UMD | Opening local chip ids/PCIe ids: {0}/[0] and remote chip ids {} (cluster.cpp:162)
2026-09-24 06:25:50.755 | info     |             UMD | IOMMU: enabled (cluster.cpp:142)
2026-09-24 06:25:50.755 | info     |             UMD | KMD version: 2.10.0 (cluster.cpp:145)
2026-09-24 06:25:50.755 | info     |             UMD | Cluster constructor completed. (cluster.cpp:574)
2026-09-24 06:25:50.755 | warning  |          Device | Using CUSTOM cluster type for P300 board with 1 chips (tt_cluster.cpp:202)
2026-09-24 06:25:50.755 | info     |             UMD | Starting devices in cluster (cluster.cpp:1092)
2026-09-24 06:25:50.756 | info     |             UMD | Starting devices in cluster completed. (cluster.cpp:1100)
2026-09-24 06:25:50.780 | info     |     Distributed | Using custom mesh graph descriptor: /tmp/libtt-profile/tp1.textproto (metal_env.cpp:433)
2026-09-24 06:25:50.781 | warning  |          Always | Unknown motherboard 'B850M-C' for chip_id=0 (bus_id=0x1) — falling back to bus_id as tray_id. Add this motherboard and its bus IDs to mobo_to_bus_ids in physical_system_discovery.cpp. (physical_system_discovery.cpp:106)
2026-09-24 06:25:50.781 | info     |          Fabric | Logical multi-mesh adjacency: intermesh degree histogram {0:1}; intra-mesh degree histograms mesh0 {0:1} (topology_mapper_utils.cpp:2400)
2026-09-24 06:25:50.781 | info     |          Fabric | Physical multi-mesh adjacency: intermesh degree histogram {0:1}; intra-mesh degree histograms mesh0 {0:1} (topology_mapper_utils.cpp:2408)
2026-09-24 06:25:53.508 | info     |           Metal | [Real-time profiler] Device 0 sync complete: 100 samples, frequency=1.349975 GHz, device_time_at_sync=10089984823926 cycles (realtime_profiler_manager.cpp:1390)
2026-09-24 06:25:53.519 | critical |          Always | TT_FATAL: Chip 0 logical eth core 0-9 connects to a remote mmio device (assert.hpp:104)
2026-09-24 06:25:53.519 | critical |          Always | TT_FATAL: Chip 0 logical eth core 0-8 connects to a remote mmio device (assert.hpp:104)
2026-09-24 06:25:53.519 | critical |          Always | TT_FATAL: Chip 0 logical eth core 0-4 connects to a remote mmio device (assert.hpp:104)
2026-09-24 06:25:53.519 | critical |          Always | TT_FATAL: Chip 0 logical eth core 0-2 connects to a remote mmio device (assert.hpp:104)
2026-09-24 06:25:53.694 | info     |           Metal | Enabling program cache on MeshDevice 1 (mesh_device.cpp:1081)
Using JAX 0.11.2 with 1 TT device(s) from jax_tt_plugin-0.1.0-py3-none-linux_x86_64.whl
.................                                                        [100%]
17 passed in 21.54s
2026-09-24 06:26:15.552 | info     |    BuildKernels | JIT cache stats: 0/247 hits (0.0%) [0 cached, 152 build-once dedup, 0 merged artifacts, 0 merged genfiles] (build_cache_telemetry.cpp:197)
2026-09-24 06:26:15.552 | info     |    BuildKernels | JIT telemetry: 2 registered TelemetryTokens (build_cache_telemetry.cpp:230)
2026-09-24 06:26:15.555 | info     |          Device | Closing user mode device drivers (tt_cluster.cpp:513)
2026-09-24 06:26:15.555 | info     |             UMD | Closing devices in cluster (cluster.cpp:1105)
2026-09-24 06:26:15.684 | info     |             UMD | Closing devices in cluster completed. (cluster.cpp:1114)
2026-09-24 06:26:15.684 | info     |             UMD | Cluster destructor started. (cluster.cpp:808)
2026-09-24 06:26:15.684 | info     |             UMD | Cluster destructor completed. (cluster.cpp:811)
